x,y
84,132
85,132
117,132
118,132
119,132
120,132
128,132
129,132
130,132
169,132
170,132
171,132
180,132
181,132
182,132
183,132
30,131
31,131
32,131
33,131
42,131
43,131
44,131
45,131
73,131
74,131
75,131
84,131
85,131
117,131
118,131
119,131
127,131
128,131
129,131
170,131
171,131
172,131
181,131
182,131
183,131
29,130
32,130
33,130
41,130
42,130
43,130
44,130
73,130
74,130
75,130
84,130
85,130
86,130
116,130
117,130
118,130
119,130
126,130
127,130
128,130
129,130
170,130
171,130
172,130
182,130
183,130
29,129
32,129
40,129
41,129
42,129
74,129
75,129
84,129
85,129
86,129
116,129
117,129
118,129
119,129
126,129
127,129
128,129
129,129
171,129
172,129
173,129
182,129
183,129
184,129
28,128
29,128
30,128
31,128
32,128
39,128
40,128
41,128
74,128
75,128
76,128
85,128
86,128
116,128
117,128
118,128
119,128
126,128
127,128
128,128
171,128
172,128
173,128
182,128
183,128
184,128
185,128
28,127
29,127
30,127
31,127
32,127
38,127
39,127
40,127
41,127
75,127
76,127
85,127
86,127
116,127
117,127
118,127
125,127
126,127
127,127
128,127
172,127
173,127
174,127
183,127
184,127
185,127
27,126
28,126
31,126
38,126
39,126
40,126
75,126
76,126
77,126
86,126
87,126
116,126
117,126
118,126
125,126
126,126
127,126
172,126
173,126
174,126
184,126
185,126
26,125
27,125
31,125
38,125
39,125
75,125
76,125
77,125
78,125
86,125
87,125
116,125
117,125
118,125
125,125
126,125
127,125
173,125
174,125
175,125
184,125
185,125
186,125
26,124
27,124
30,124
37,124
38,124
39,124
76,124
77,124
78,124
86,124
87,124
115,124
116,124
117,124
118,124
125,124
126,124
127,124
173,124
174,124
175,124
185,124
186,124
187,124
25,123
26,123
30,123
36,123
37,123
38,123
76,123
77,123
78,123
79,123
86,123
87,123
115,123
116,123
117,123
118,123
125,123
126,123
127,123
174,123
175,123
176,123
185,123
186,123
187,123
25,122
26,122
36,122
37,122
77,122
78,122
79,122
86,122
87,122
88,122
115,122
116,122
117,122
118,122
125,122
126,122
127,122
174,122
175,122
176,122
177,122
185,122
186,122
187,122
188,122
25,121
26,121
35,121
36,121
37,121
77,121
78,121
79,121
87,121
88,121
115,121
116,121
117,121
118,121
125,121
126,121
127,121
175,121
176,121
177,121
186,121
187,121
188,121
24,120
25,120
26,120
35,120
36,120
37,120
77,120
78,120
79,120
87,120
88,120
115,120
116,120
117,120
118,120
125,120
126,120
127,120
175,120
176,120
177,120
187,120
188,120
24,119
25,119
26,119
29,119
35,119
36,119
77,119
78,119
79,119
80,119
87,119
88,119
89,119
116,119
117,119
118,119
126,119
127,119
176,119
177,119
178,119
187,119
188,119
189,119
24,118
25,118
26,118
29,118
35,118
36,118
77,118
78,118
79,118
80,118
87,118
88,118
89,118
116,118
117,118
118,118
126,118
127,118
128,118
177,118
178,118
179,118
188,118
189,118
190,118
24,117
25,117
26,117
29,117
35,117
36,117
78,117
79,117
80,117
88,117
89,117
116,117
117,117
118,117
119,117
127,117
128,117
129,117
130,117
131,117
177,117
178,117
179,117
188,117
189,117
190,117
24,116
25,116
26,116
27,116
29,116
35,116
36,116
78,116
79,116
80,116
88,116
89,116
116,116
117,116
118,116
119,116
128,116
129,116
130,116
131,116
132,116
133,116
134,116
177,116
178,116
179,116
180,116
189,116
190,116
191,116
25,115
26,115
27,115
29,115
35,115
36,115
78,115
79,115
80,115
81,115
88,115
89,115
90,115
117,115
118,115
119,115
128,115
129,115
130,115
131,115
132,115
133,115
134,115
135,115
136,115
137,115
178,115
179,115
180,115
189,115
190,115
191,115
192,115
26,114
27,114
35,114
36,114
78,114
79,114
80,114
81,114
88,114
89,114
90,114
117,114
118,114
119,114
120,114
131,114
132,114
133,114
134,114
135,114
136,114
137,114
138,114
178,114
179,114
180,114
190,114
191,114
192,114
26,113
27,113
30,113
35,113
36,113
79,113
80,113
81,113
89,113
90,113
117,113
118,113
119,113
120,113
133,113
134,113
135,113
136,113
137,113
138,113
139,113
140,113
141,113
179,113
180,113
181,113
190,113
191,113
192,113
26,112
27,112
30,112
35,112
36,112
37,112
79,112
80,112
81,112
89,112
90,112
118,112
119,112
120,112
121,112
136,112
137,112
138,112
139,112
140,112
141,112
142,112
143,112
144,112
179,112
180,112
181,112
182,112
191,112
192,112
193,112
24,111
25,111
26,111
27,111
30,111
36,111
37,111
79,111
80,111
81,111
82,111
89,111
90,111
91,111
119,111
120,111
121,111
139,111
140,111
141,111
142,111
143,111
144,111
145,111
146,111
179,111
180,111
181,111
182,111
191,111
192,111
193,111
25,110
26,110
27,110
28,110
30,110
36,110
37,110
80,110
81,110
82,110
90,110
91,110
120,110
121,110
122,110
123,110
140,110
141,110
142,110
143,110
144,110
145,110
146,110
180,110
181,110
182,110
191,110
192,110
193,110
194,110
26,109
27,109
28,109
30,109
36,109
37,109
38,109
80,109
81,109
82,109
90,109
91,109
121,109
122,109
123,109
124,109
143,109
144,109
145,109
146,109
147,109
181,109
182,109
183,109
192,109
193,109
194,109
26,108
27,108
28,108
30,108
37,108
38,108
80,108
81,108
82,108
90,108
91,108
122,108
123,108
124,108
125,108
126,108
145,108
146,108
147,108
148,108
149,108
181,108
182,108
183,108
193,108
194,108
195,108
27,107
28,107
37,107
38,107
80,107
81,107
82,107
83,107
90,107
91,107
122,107
123,107
124,107
125,107
126,107
127,107
147,107
148,107
