x,y
108.0,61.0
107.0,61.0
108.0,62.0
107.0,62.0
106.0,62.0
118.0,70.0
106.0,63.0
105.0,63.0
104.0,63.0
106.0,65.0
104.0,64.0
103.0,64.0
102.0,64.0
104.0,66.0
102.0,65.0
101.0,65.0
103.0,67.0
101.0,66.0
133.0,98.0
100.0,66.0
100.0,67.0
101.0,69.0
99.0,67.0
99.0,68.0
105.0,76.0
98.0,68.0
98.0,69.0
98.0,70.0
97.0,69.0
97.0,70.0
97.0,71.0
96.0,70.0
96.0,71.0
95.0,70.0
95.0,71.0
95.0,72.0
94.0,71.0
94.0,72.0
94.0,73.0
93.0,72.0
93.0,73.0
93.0,74.0
92.0,74.0
92.0,75.0
92.0,76.0
91.0,75.0
91.0,76.0
91.0,78.0
90.0,76.0
90.0,78.0
90.0,81.0
89.0,79.0
89.0,81.0
88.0,81.0
88.0,83.0
88.0,86.0
87.0,84.0
86.0,85.0
86.0,87.0
85.0,89.0
85.0,91.0
84.0,92.0
83.0,96.0
83.0,106.0
82.0,100.0
81.0,105.0
79.0,111.0
78.0,114.0
77.0,118.0
75.0,125.0
73.0,130.0
71.0,134.0
69.0,136.0
67.0,138.0
65.0,139.0
64.0,139.0
62.0,139.0
60.0,139.0
59.0,139.0
57.0,138.0
56.0,137.0
54.0,137.0
53.0,136.0
51.0,135.0
49.0,134.0
48.0,133.0
47.0,132.0
46.0,132.0
44.0,130.0
43.0,130.0
42.0,129.0
65.0,80.0
67.0,76.0
67.0,74.0
67.0,73.0
71.0,66.0
71.0,65.0
70.0,66.0
71.0,64.0
70.0,65.0
71.0,63.0
69.0,65.0
71.0,62.0
69.0,64.0
70.0,62.0
68.0,64.0
70.0,61.0
68.0,63.0
53.0,78.0
70.0,60.0
67.0,62.0
69.0,60.0
66.0,62.0
69.0,59.0
66.0,61.0
68.0,59.0
69.0,58.0
67.0,59.0
68.0,58.0
69.0,57.0
67.0,58.0
68.0,57.0
56.0,64.0
67.0,57.0
68.0,56.0
67.0,56.0
65.0,57.0
68.0,55.0
67.0,55.0
56.0,60.0
68.0,54.0
65.0,55.0
67.0,54.0
66.0,54.0
65.0,54.0
67.0,53.0
66.0,53.0
65.0,53.0
64.0,53.0
67.0,52.0
65.0,52.0
64.0,52.0
63.0,52.0
66.0,51.0
64.0,51.0
63.0,51.0
66.0,50.0
65.0,50.0
62.0,50.0
65.0,49.0
62.0,49.0
50.0,49.0
61.0,48.0
48.0,47.0
60.0,47.0
48.0,46.0
59.0,46.0
60.0,46.0
57.0,45.0
59.0,45.0
44.0,42.0
58.0,44.0
56.0,43.0
58.0,43.0
56.0,42.0
57.0,42.0
43.0,38.0
57.0,41.0
55.0,40.0
