0.000000000000000000e+00,2.021015531977946580e+02
1.229044900096304849e+00,2.021031058279983199e+02
2.458080634980859269e+00,2.021080997733392337e+02
3.687122592965401680e+00,2.021112050312686961e+02
4.916151798042995402e+00,2.021048026739197212e+02
6.145157826917984067e+00,2.020949052953671128e+02
7.374050519228084077e+00,2.020755009685269670e+02
8.602883061586657831e+00,2.020526020612637410e+02
9.831568428335858201e+00,2.020228355255286772e+02
1.106020792764372551e+01,2.019912323950856319e+02
1.228865160616322605e+01,2.019527628510440707e+02
1.351703640833195941e+01,2.019124570832909455e+02
1.474530116054513229e+01,2.018686452631507393e+02
1.597308124527605955e+01,2.018128793178847786e+02
1.720069715405393751e+01,2.017536091092741231e+02
1.842767795071711134e+01,2.016823918239208808e+02
1.965527637520132842e+01,2.016227605794499311e+02
2.088333526159173559e+01,2.015735147809404850e+02
2.211180431390626921e+01,2.015358642215991267e+02
2.334054787923850327e+01,2.015086056859100268e+02
2.456929344795421244e+01,2.014814376076786004e+02
2.579803935943844806e+01,2.014542850364547064e+02
2.702678726650527707e+01,2.014272229228608921e+02
2.825553551500333427e+01,2.014001763163041119e+02
2.948428518402499421e+01,2.013731943224480290e+02
3.071303643999944555e+01,2.013462846949052221e+02
3.194178910929456805e+01,2.013194396802210804e+02
3.317054335747519644e+01,2.012926670320266851e+02
3.439930421270307193e+01,2.012661993579136777e+02
3.562807159928429712e+01,2.012400366595125831e+02
3.685684544152459097e+01,2.012141789384349977e+02
3.808562566372924607e+01,2.011886261962738160e+02
3.931441048587655018e+01,2.011632956223817530e+02
4.054320042794694956e+01,2.011382146459275759e+02
4.177199488466292365e+01,2.011133558394921863e+02
4.300079436547402878e+01,2.010887466324419108e+02
4.422960353684763390e+01,2.010646261543914193e+02
4.545842361206376836e+01,2.010410677194028892e+02
4.668725295992008029e+01,2.010179980215219473e+02
4.791609273100429789e+01,2.009954903758214755e+02
4.914494858723482196e+01,2.009738787650248355e+02
5.037382122131389650e+01,2.009532432053075581e+02
5.160270857546797174e+01,2.009335037039590190e+02
5.283161122049887837e+01,2.009147402781172218e+02
5.406051374710630597e+01,2.008959690977819434e+02
5.528941627371372647e+01,2.008771979174466367e+02
5.651831868184873287e+01,2.008584189826186162e+02
5.774722108998373926e+01,2.008396400477905956e+02
5.897612223136830778e+01,2.008207783984200034e+02
6.020502341242310962e+01,2.008019193338775779e+02
6.143392332133412737e+01,2.007829775548753730e+02
6.266282327008391917e+01,2.007640383606987200e+02
6.389172138062344430e+01,2.007449802646327157e+02
6.512061768178190846e+01,2.007258058516736128e+02
6.634951212197158554e+01,2.007065125371791510e+02
6.757840473051645347e+01,2.006871029061401259e+02
6.880729479742794297e+01,2.006675330170357370e+02
7.003618234330403425e+01,2.006478054549984051e+02
7.126506730608582529e+01,2.006279176355586173e+02
7.249394970704011598e+01,2.006078721438433661e+02
7.372282598015517863e+01,2.005874544434799134e+02
7.495169727854323583e+01,2.005667394944979378e+02
7.618056224632427131e+01,2.005456523402613414e+02
7.740942207744643611e+01,2.005242679401603709e+02
7.863827202007772144e+01,2.005023226534592311e+02
7.986711281112737026e+01,2.004798707634325581e+02
8.109594322645338593e+01,2.004568579956073506e+02
8.232476405012008058e+01,2.004333386325976676e+02
8.355356557966321418e+01,2.004088319374777427e+02
8.478234696815607663e+01,2.003833353414924545e+02
8.601110747386010758e+01,2.003568514457207357e+02
8.723984624571636459e+01,2.003293776827736394e+02
8.846856374236418219e+01,2.003009683437319950e+02
8.969725863394285170e+01,2.002715976011168095e+02
9.092593080593096033e+01,2.002412913163682049e+02
9.215457888859513957e+01,2.002100236640911248e+02
9.338319004585564187e+01,2.001773372545561926e+02
9.461176249594899446e+01,2.001432269630749943e+02
9.584029473815903089e+01,2.001076980035676627e+02
9.706878497887004187e+01,2.000707452554820236e+02
9.829721899115401129e+01,2.000319682703336355e+02
9.952559415152205702e+01,1.999913697173534217e+02
1.007539076696592986e+02,1.999489471022217231e+02
1.019821569300102624e+02,1.999047031019437668e+02
1.032103246368161962e+02,1.998582503186864869e+02
1.044384094773204765e+02,1.998096560635025583e+02
1.056664049411496791e+02,1.997588533280627132e+02
1.068943099539752239e+02,1.997059094276474127e+02
1.081221372953752820e+02,1.996511938281919925e+02
1.093498848842410069e+02,1.995947169732186524e+02
1.105775497041161799e+02,1.995364686500312530e+02
1.118051297039507688e+02,1.994764593080970201e+02
1.130326258636657712e+02,1.994147587813713187e+02
1.142600383857867143e+02,1.993514162391585955e+02
1.154873624757840247e+02,1.992863827460524249e+02
1.167145984696988421e+02,1.992197074706260764e+02
1.179417946993538635e+02,1.991523042731216719e+02
1.191689505896824954e+02,1.990841705960961008e+02
1.203960658507159422e+02,1.990153090447623470e+02
1.216231399043488040e+02,1.989457170623625473e+02
1.228502014962941615e+02,1.988759056973435690e+02
1.240772458709423631e+02,1.988057923622529870e+02
1.253042776906929276e+02,1.987354596498577735e+02
1.265312921648469029e+02,1.986648249747334773e+02
1.277583026256178726e+02,1.985941206165092581e+02
1.289853153165346384e+02,1.985234549710902172e+02
1.302123239923095639e+02,1.984527196426726050e+02
1.314393348992073811e+02,1.983820230270038110e+02
1.326663469955380492e+02,1.983113470581631645e+02
1.338933657759547486e+02,1.982407872281035850e+02
1.351203857435025384e+02,1.981702480450046266e+02
1.363474123821893897e+02,1.980998250014311282e+02
1.375744446457217407e+02,1.980295000317260872e+02
1.388014770571704446e+02,1.979591776429183767e+02
1.400285150854195138e+02,1.978889533284402091e+02
1.412555532613732794e+02,1.978187315948715082e+02
1.424825973410626716e+02,1.977486130979362144e+02
1.437096427478955718e+02,1.976785178293118577e+02
1.449366940478240622e+02,1.976085257979288485e+02
1.461637466725020147e+02,1.975385569949934279e+02
1.473908009157210870e+02,1.974686165824168995e+02
1.486178566297711257e+02,1.973987019792900526e+02
1.498449139611082899e+02,1.973288157665935785e+02
1.510719727621363973e+02,1.972589553634117010e+02
1.522990255339815917e+02,1.971889891414164424e+02
1.535260727096551818e+02,1.971189248439124526e+02
1.547531138385624843e+02,1.970487547285983680e+02
1.559801493550014300e+02,1.969784865387067612e+02
1.572071771785177248e+02,1.969080841422261017e+02
1.584341977395008030e+02,1.968375552826149146e+02
1.596612105790505041e+02,1.967668922180520497e+02
1.608882161292013961e+02,1.966961026919043434e+02
1.621152109447525902e+02,1.966251273460170808e+02
1.633421948478825811e+02,1.965539636012224207e+02
1.645691679597405539e+02,1.964826140399707413e+02
1.657961301017184326e+02,1.964110760831485436e+02
1.670229722971888862e+02,1.963375097557525066e+02
1.682496913519235591e+02,1.962619178390936838e+02
1.694762837582964323e+02,1.961842979592838105e+02
1.707027463312871305e+02,1.961046529081737617e+02
1.719290574878716598e+02,1.960227094865365132e+02
1.731552118577039039e+02,1.959384525078667991e+02
1.743812061684695038e+02,1.958518977443717404e+02
1.756070349927467760e+02,1.957630300298502846e+02
1.768329003494231131e+02,1.956746676825860334e+02
1.780588020301529468e+02,1.955868107175968476e+02
1.792847398265844276e+02,1.954994591498147827e+02
1.805107135303596522e+02,1.954126129940858618e+02
1.817367180277728664e+02,1.953262026391746531e+02
1.829627524405215979e+02,1.952402177808033059e+02
1.841888173407401723e+02,1.951546687447754209e+02
1.854149118573653823e+02,1.950695452261986702e+02
1.866410299607865966e+02,1.949847621289674464e+02
1.878671712012483965e+02,1.949003143015704040e+02
1.890933358409026255e+02,1.948162069084654604e+02
1.903195234328328809e+02,1.947324347978942285e+02
1.915457296718421674e+02,1.946489360761796945e+02
1.927719536216419556e+02,1.945656978514828950e+02
1.939981960994864494e+02,1.944827330237357330e+02
1.952244561747002081e+02,1.944000287006928147e+02
1.964507308431964532e+02,1.943175410378712229e+02
1.976770205858082647e+02,1.942352777758505056e+02
1.989033248437742429e+02,1.941532311792859105e+02
2.001296440951433908e+02,1.940714089889294485e+02
2.013559569750262028e+02,1.939894913611147444e+02
2.025822629584606318e+02,1.939074705582275726e+02
2.038085625549518340e+02,1.938253543189152879e+02
2.050348552382845924e+02,1.937431349056488727e+02
2.062611411729301665e+02,1.936608148983375202e+02
2.074874206973471473e+02,1.935783994561622876e+02
2.087136934569965092e+02,1.934958834210221994e+02
2.099399597911615274e+02,1.934132719520440844e+02
2.111662174304399286e+02,1.933305315192151284e+02
2.123924663612687596e+02,1.932476621234504250e+02
2.136187065700852941e+02,1.931646637656665177e+02
2.148449380433268914e+02,1.930815364467814277e+02
2.160711586656198904e+02,1.929982492174079596e+02
2.172973692936419070e+02,1.929148149748027663e+02
2.185235690306899698e+02,1.928312208244301473e+02
2.197497587366699179e+02,1.927474796633320580e+02
2.209759368057095230e+02,1.926635682807925605e+02
2.222021032141782939e+02,1.925794866784287649e+02
2.234282579384461087e+02,1.924952348578610781e+02
2.246544009548830445e+02,1.924108128207131756e+02
2.258805119207713403e+02,1.923259265648070482e+02
2.271065915579056309e+02,1.922405889967731412e+02
2.283326387978705441e+02,1.921547872340424021e+02
2.295586543720978625e+02,1.920685341827027059e+02
2.307846309978860120e+02,1.919817292857533744e+02
2.320105724678780348e+02,1.918944292899510344e+02
2.332364745181875776e+02,1.918065774820009608e+02
2.344623409899161288e+02,1.917182306054002936e+02
2.356881690664649227e+02,1.916293525774183024e+02
2.369139590818492707e+02,1.915399511495923548e+02
2.381397102451310843e+02,1.914500186036121363e+02
2.393654228969940618e+02,1.913595626907246867e+02
2.405910901129593924e+02,1.912684931962649841e+02
2.418167115858731790e+02,1.911768101430551212e+02
2.430422870085931208e+02,1.910845135540710089e+02
2.442678160739883992e+02,1.909916034524422912e+02
2.454933043739285665e+02,1.908981571907563932e+02
2.467187516738474642e+02,1.908041747868994378e+02
2.479441577391868634e+02,1.907096562588602637e+02
2.491695223353964082e+02,1.906146016247303692e+02
2.503948406020687969e+02,1.905189516248752000e+02
2.516201322648432495e+02,1.904229614261634822e+02
2.528453771435194994e+02,1.903263758972736071e+02
2.540705951585563867e+02,1.902294501899390013e+02
2.552957878520184067e+02,1.901322049278407462e+02
2.565209551405610000e+02,1.900346401175939377e+02
2.577460969408413121e+02,1.899367557658355565e+02
2.589712131695183075e+02,1.898385518792242408e+02
2.601963056081097534e+02,1.897400516557759715e+02
2.614213733536719246e+02,1.896412447941900723e+02
2.626464171632981675e+02,1.895421416075122920e+02
2.638714361289747217e+02,1.894427317948876066e+02
2.650964270272426120e+02,1.893429767134426811e+02
2.663213939706566293e+02,1.892429279020748254e+02
2.675463326665617387e+02,1.891425338365746427e+02
2.687712472543965418e+02,1.890418460536871521e+02
2.699961357519047738e+02,1.889408413716908512e+02
2.712209982902148226e+02,1.888395223736795288e+02
2.724458345748959118e+02,1.887378864900464635e+02
2.736706447384074750e+02,1.886359363038174592e+02
2.748954252578101887e+02,1.885336306030728224e+02
2.761201758139753792e+02,1.884309668203339925e+02
2.773448965189026580e+02,1.883279475404114010e+02
2.785695870519674031e+02,1.882245701960129338e+02
2.797942486175476233e+02,1.881208502514313636e+02
2.810188811198027565e+02,1.880167877147836748e+02
2.822434844628947417e+02,1.879123825942136818e+02
2.834680585509876778e+02,1.878076348978920009e+02
2.846926054984093071e+02,1.877025703906894307e+02
2.859171245582065239e+02,1.875971813528030907e+02
2.871416163114102460e+02,1.874914755182938677e+02
2.883660800070244363e+02,1.873854451677512714e+02
2.895905200320245854e+02,1.872791418174237208e+02
2.908149361013724956e+02,1.871725628972010327e+02
2.920393283778003592e+02,1.870657109878256392e+02
2.932636965751183880e+02,1.869585835193152832e+02
2.944880422125318091e+02,1.868511985238081081e+02
2.957123661414765365e+02,1.867435663068535234e+02
2.969366674043506009e+02,1.866356765722245257e+02
2.981609468568383932e+02,1.865275396251186351e+02
2.993852115135359213e+02,1.864192352970675586e+02
3.006094820912956607e+02,1.863109979211517384e+02
3.018337378595346649e+02,1.862025931655050499e+02
3.030579995543280347e+02,1.860942553615077202e+02
3.042822680829036699e+02,1.859859948098161624e+02
3.055065438954740102e+02,1.858778166610591711e+02
3.067308265317522000e+02,1.857697157654984892e+02
3.079551164412790172e+02,1.856616972738215452e+02
3.091794133914762597e+02,1.855537586113737234e+02
3.104037173771387188e+02,1.854458997786138639e+02
3.116280283930611290e+02,1.853381207760005509e+02
3.128523464340382247e+02,1.852304216039920846e+02
3.140766791880689652e+02,1.851228898202217863e+02
3.153010266322680764e+02,1.850155254266996963e+02
3.165253887437501135e+02,1.849083284254326429e+02
3.177497654996291772e+02,1.848012988184243568e+02
3.189741575513057228e+02,1.846944443337048938e+02
3.201985671173179071e+02,1.845877907272435721e+02
3.214229919253482421e+02,1.844813122477600302e+02
3.226474341860254640e+02,1.843750346519036611e+02
3.238718918581096773e+02,1.842689347631791463e+02
3.250963640245942088e+02,1.841630022817680867e+02
3.263208515523982669e+02,1.840572475118255511e+02
3.275453535274181149e+02,1.839516601532750144e+02
3.287698357150798643e+02,1.838458435703949476e+02
3.299942976263561718e+02,1.837397926159109147e+02
3.312187396634899983e+02,1.836335124446053157e+02
3.324431613355054083e+02,1.835269979093893369e+02
3.336675520385603022e+02,1.834201279726152052e+02
3.348919116694955278e+02,1.833129026432871171e+02
3.361162401251545475e+02,1.832053219304391689e+02
3.373405373023835523e+02,1.830973858431354131e+02
3.385647828044720882e+02,1.829888652104002347e+02
3.397889609644744269e+02,1.828795875379930180e+02
3.410130868087913427e+02,1.827697253771337671e+02
3.422371444814581309e+02,1.826591062508540517e+02
3.434611391351775183e+02,1.825477919895050434e+02
3.446850699039824235e+02,1.824357774802396364e+02
3.459089368614103819e+02,1.823230679081997323e+02
3.471327391356660428e+02,1.822096581615288073e+02
3.483562617930350598e+02,1.820932705160592775e+02
3.495795943453668997e+02,1.819749014173951593e+02
3.508026352131669228e+02,1.818535555777292245e+02
3.520254779463166983e+02,1.817302290716734490e+02
3.532483043264860498e+02,1.816067405253411380e+02
3.544710935083023742e+02,1.814828841813531710e+02
3.556938662669288647e+02,1.813588658041895485e+02
3.569166016678416327e+02,1.812344796455225833e+02
3.581392443764952418e+02,1.811091856548865167e+02
3.593618287109283642e+02,1.809833233399860433e+02
3.605843192571156806e+02,1.808565533056884362e+02
3.618067507429693705e+02,1.807292150180176407e+02
3.630290841073624506e+02,1.806009382726396950e+02
3.642513169990263009e+02,1.804717077203372355e+02
3.654734503165429942e+02,1.803415388633516159e+02
3.666954816848848964e+02,1.802104163561239432e+02
3.679174061922316241e+02,1.800783017261289842e+02
3.691392244329072128e+02,1.799452079100977357e+02
3.703609342121542909e+02,1.798111221449870527e+02
3.715825361451667277e+02,1.796760573665522429e+02
3.728039407691961742e+02,1.795392197930841576e+02
3.740251737662588312e+02,1.794008588737507068e+02
3.752462046709665628e+02,1.792607256983000923e+02
3.764670598384091136e+02,1.791190696456860110e+02
3.776876498065907981e+02,1.789751463790213393e+02
3.789079700576455707e+02,1.788289538279834119e+02
3.801280166848570730e+02,1.786804950642034839e+02
3.813477851626958000e+02,1.785297680341646185e+02
3.825672712740873749e+02,1.783767732589714683e+02
3.837864776597709806e+02,1.782215651205841880e+02
3.850053933479230750e+02,1.780640902899283446e+02
3.862240211790953026e+02,1.779044031388933718e+02
3.874416854196157374e+02,1.777375272135141699e+02
3.886584348089398304e+02,1.775641066245040065e+02
3.898741395944338706e+02,1.773835085856434546e+02
3.910888557766861595e+02,1.771963766170018459e+02
3.923034994442972447e+02,1.770087745438641775e+02
3.935180343948997006e+02,1.768204699213018216e+02
3.947324963770349768e+02,1.766316952644714320e+02
3.959468489639396580e+02,1.764422181635040374e+02
3.971616233411560302e+02,1.762554643427349959e+02
3.983765282266210193e+02,1.760695614207930078e+02
3.995918468870365245e+02,1.758863830084208644e+02
4.008072935512773824e+02,1.757040558752258903e+02
4.020233529593579647e+02,1.755258613379023416e+02
4.032403296801403485e+02,1.753540432998882466e+02
